GEO_ID|B25064_E001|B25064_M001
1400000US25003922300|1146|206
1400000US25003923100|1309|467
1400000US25003924100|838|607
1400000US25003925101|1259|732
1400000US25003925102|1241|294
1400000US25003926100|1162|93
1400000US25003931100|1145|127
1400000US25003931300|798|739
1400000US25003931400|1375|87
1400000US25003932200|1488|207
1400000US25003932300|996|380
1400000US25003933200|1196|646
1400000US25003933300|1933|398
1400000US25003933400|1518|758
1400000US25003934200|1609|274
1400000US25003934300|1289|191
1400000US25003935100|1150|120
1400000US25003935200|1394|526
1400000US25003935300|820|98
1400000US25005600100|1886|310
1400000US25005600202|1907|368
1400000US25005600203|1870|1650
1400000US25005600204|2126|354
1400000US25005610100|1623|220
1400000US25005610202|2142|404
1400000US25005610203|1230|642
1400000US25005610204|1753|137
1400000US25005611101|2715|229
1400000US25005611102|1154|449
1400000US25005611201|1787|375
1400000US25005611202|1758|447
1400000US25005612100|1372|593
1400000US25005612201|1738|73
1400000US25005612202|1642|191
1400000US25005613100|1324|260
1400000US25005613300|1619|381
1400000US25005613400|1068|119
1400000US25005613600|1113|144
1400000US25005613700|1496|145
1400000US25005613800|989|151
1400000US25005613901|1172|171
1400000US25005613902|1217|568
1400000US25005614000|1375|111
1400000US25005614101|1684|155
1400000US25005614102|1683|189
1400000US25005615100|1416|246
1400000US25005616100|-666666666|-222222222
1400000US25005617101|1674|663
1400000US25005617102|2122|802
1400000US25005630101|1553|120
1400000US25005630102|1249|285
1400000US25005630201|-666666666|-222222222
1400000US25005630202|1122|176
1400000US25005630301|-666666666|-222222222
1400000US25005630302|1401|166
1400000US25005630400|1412|113
1400000US25005631101|1191|252
1400000US25005631102|1453|431
1400000US25005631200|1502|1145
1400000US25005631300|1175|592
1400000US25005631400|1579|209
1400000US25005631500|1705|89
1400000US25005631600|1346|150
1400000US25005631700|1513|673
1400000US25005631800|1397|214
1400000US25005632100|1718|244
1400000US25005632200|1867|173
1400000US25005633100|1355|819
1400000US25005633200|1250|198
1400000US25005640100|1051|874
1400000US25005640201|1462|251
1400000US25005640202|914|99
1400000US25005640300|959|504
1400000US25005640400|1094|98
1400000US25005640500|1113|139
1400000US25005640600|987|88
1400000US25005640700|1206|170
1400000US25005640800|1068|156
1400000US25005640901|1102|69
1400000US25005641000|958|73
1400000US25005641101|890|99
1400000US25005641200|1078|155
1400000US25005641300|1021|103
1400000US25005641400|1095|70
1400000US25005641500|1150|116
1400000US25005641600|1260|148
1400000US25005641700|899|111
1400000US25005641800|1123|49
1400000US25005641900|1420|229
1400000US25005642000|1098|91
1400000US25005642100|1353|159
1400000US25005642200|970|160
1400000US25005642300|1176|152
1400000US25005642400|1089|143
1400000US25005642500|1777|144
1400000US25005644101|1391|20
1400000US25005644102|1235|79
1400000US25005644200|-666666666|-222222222
1400000US25005645101|1354|273
1400000US25005645102|1221|354
1400000US25005645103|1565|624
1400000US25005646101|1115|265
1400000US25005646103|1430|491
1400000US25005646104|1593|288
1400000US25005650101|1258|567
1400000US25005650102|1029|237
1400000US25005650201|1179|185
1400000US25005650202|1044|240
1400000US25005650300|1180|67
1400000US25005650400|1134|103
1400000US25005650500|1054|78
1400000US25005650600|1160|76
1400000US25005650700|1084|76
1400000US25005650800|1017|126
1400000US25005650900|961|262
1400000US25005651001|-666666666|-222222222
1400000US25005651002|1200|210
1400000US25005651100|1142|63
1400000US25005651200|1464|122
1400000US25005651300|1006|89
1400000US25005651400|1121|122
1400000US25005651500|947|118
1400000US25005651600|1181|93
1400000US25005651700|805|184
1400000US25005651800|395|83
1400000US25005651900|981|130
1400000US25005652000|1067|81
1400000US25005652100|1184|152
1400000US25005652200|1273|114
1400000US25005652300|1002|217
1400000US25005652400|914|98
1400000US25005652500|1084|72
1400000US25005652600|1222|131
1400000US25005652700|1076|131
1400000US25005652800|1214|107
1400000US25005653101|826|541
1400000US25005653102|1643|110
1400000US25005653203|1211|125
1400000US25005653204|1461|181
1400000US25005653301|1491|327
1400000US25005653304|1665|243
1400000US25005654100|1523|892
1400000US25005654200|1067|187
1400000US25005655100|1237|1053
1400000US25005655200|797|293
1400000US25005655300|1195|169
1400000US25005655400|1662|225
1400000US25005985500|1688|152
1400000US25005985600|1737|280
1400000US25005990000|-666666666|-222222222
1400000US25007200100|1340|90
1400000US25007200200|-666666666|-222222222
1400000US25007200300|1717|481
1400000US25007200400|1961|328
1400000US25007990000|-666666666|-222222222
1400000US25009201100|1790|126
1400000US25009202101|1869|292
1400000US25009202103|2158|297
1400000US25009202104|2309|354
1400000US25009202200|2246|166
1400000US25009203100|2541|1598
1400000US25009203200|1852|254
1400000US25009203301|1628|269
1400000US25009203302|1784|495
1400000US25009204101|1758|200
1400000US25009204102|1401|210
1400000US25009204200|1865|132
1400000US25009204300|1668|143
1400000US25009204400|1671|460
1400000US25009204500|2443|471
1400000US25009204600|2147|268
1400000US25009204701|1231|248
1400000US25009204702|2201|99
1400000US25009205100|1876|193
1400000US25009205200|2009|518
1400000US25009205300|1574|664
1400000US25009205400|2080|323
1400000US25009205500|1645|151
1400000US25009205600|1732|225
1400000US25009205700|1747|142
1400000US25009205800|1789|170
1400000US25009205900|2195|396
1400000US25009206000|1594|169
1400000US25009206100|1554|173
1400000US25009206200|1518|323
1400000US25009206300|1589|708
1400000US25009206400|1921|229
1400000US25009206500|1497|255
1400000US25009206600|1780|203
1400000US25009206700|1731|119
1400000US25009206800|1498|879
1400000US25009206900|1215|423
1400000US25009207000|482|195
1400000US25009207100|2039|202
1400000US25009207200|611|131
1400000US25009208101|1890|192
1400000US25009208102|2236|392
1400000US25009208200|-666666666|-222222222
1400000US25009208301|543|169
1400000US25009208302|1941|1813
1400000US25009208401|3284|145
1400000US25009208402|2396|476
1400000US25009209100|2023|985
1400000US25009209200|2638|563
1400000US25009210100|-666666666|-222222222
1400000US25009210200|-666666666|-222222222
1400000US25009210301|3285|213
1400000US25009210302|2234|171
1400000US25009210401|1941|309
1400000US25009210402|1604|706
1400000US25009210500|2238|50
1400000US25009210600|1707|540
1400000US25009210700|1571|203
1400000US25009210800|1281|175
1400000US25009210900|1327|227
1400000US25009211100|1968|260
1400000US25009211201|1680|155
1400000US25009211202|1714|164
1400000US25009211300|2182|967
1400000US25009211401|2530|164
1400000US25009211402|1840|1484
1400000US25009212101|1895|322
1400000US25009212102|1379|114
1400000US25009213100|736|161
1400000US25009214100|1003|560
1400000US25009215101|1534|765
1400000US25009215102|2164|807
1400000US25009216100|-666666666|-222222222
1400000US25009217101|1238|712
1400000US25009217102|1930|182
1400000US25009217201|1975|239
1400000US25009217202|-666666666|-222222222
1400000US25009217300|1561|454
1400000US25009217401|1709|554
1400000US25009217402|1808|83
1400000US25009217500|1546|447
1400000US25009217601|576|31
1400000US25009217602|1640|665
1400000US25009218100|1872|341
1400000US25009220101|2020|342
1400000US25009220102|1726|113
1400000US25009221100|1494|238
1400000US25009221300|1098|495
1400000US25009221400|1389|83
1400000US25009221500|1338|143
1400000US25009221600|1306|425
1400000US25009221700|1621|143
1400000US25009221800|1518|579
1400000US25009221901|1615|230
1400000US25009221902|1640|174
1400000US25009222100|1828|181
1400000US25009223100|1321|264
1400000US25009223200|1504|212
1400000US25009223300|1684|173
1400000US25009250100|1109|223
1400000US25009250200|1734|121
1400000US25009250300|1570|143
1400000US25009250400|1526|389
1400000US25009250500|1639|166
1400000US25009250600|1690|111
1400000US25009250700|1829|146
1400000US25009250800|1671|216
1400000US25009250900|1382|132
1400000US25009251000|1345|197
1400000US25009251100|728|320
1400000US25009251200|1143|207
1400000US25009251300|1539|153
1400000US25009251400|1367|148
1400000US25009251500|1544|173
1400000US25009251600|1948|193
1400000US25009251700|1717|277
1400000US25009251800|1694|88
1400000US25009252101|1596|245
1400000US25009252102|1895|939
1400000US25009252201|1643|935
1400000US25009252202|1648|258
1400000US25009252300|606|305
1400000US25009252400|1678|94
1400000US25009252501|2148|205
1400000US25009252502|1795|169
1400000US25009252601|1386|281
1400000US25009252602|2250|199
1400000US25009252603|1788|266
1400000US25009253100|1755|145
1400000US25009253201|2267|221
1400000US25009253202|2244|421
1400000US25009253203|3501|-333333333
1400000US25009253204|2547|630
1400000US25009253205|-666666666|-222222222
1400000US25009254100|1306|437
1400000US25009254200|1582|259
1400000US25009254301|-666666666|-222222222
1400000US25009254302|1383|682
1400000US25009254401|2696|113
1400000US25009254402|2279|239
1400000US25009254403|2035|386
1400000US25009260100|1628|112
1400000US25009260200|1514|138
1400000US25009260301|1382|284
1400000US25009260302|1721|419
1400000US25009260401|1644|160
1400000US25009260402|1643|165
1400000US25009260500|2008|393
1400000US25009260600|1748|142
1400000US25009260700|1650|141
1400000US25009260800|1593|142
1400000US25009260900|-666666666|-222222222
1400000US25009261000|1440|166
1400000US25009261101|2119|691
1400000US25009261102|1961|223
1400000US25009262100|1236|670
1400000US25009263100|1809|510
1400000US25009264100|1815|857
1400000US25009265101|1547|879
1400000US25009265102|2239|311
1400000US25009266100|1613|485
1400000US25009266200|1656|129
1400000US25009266300|1525|328
1400000US25009266400|1473|198
1400000US25009267102|1691|769
1400000US25009267103|1403|201
1400000US25009267104|2091|880
1400000US25009268100|3375|726
1400000US25009268200|1461|196
1400000US25009268300|1208|368
1400000US25009268400|2218|610
1400000US25009269100|1899|724
1400000US25009270100|1424|506
1400000US25009990100|-666666666|-222222222
1400000US25011040100|1042|77
1400000US25011040200|1219|442
1400000US25011040300|1189|329
1400000US25011040400|1173|230
1400000US25011040501|983|105
1400000US25011040502|569|54
1400000US25011040600|1278|132
1400000US25011040701|1159|66
1400000US25011040702|1462|299
1400000US25011040800|1614|101
1400000US25011040900|1377|145
1400000US25011041000|723|389
1400000US25011041100|1151|248
1400000US25011041200|1273|97
1400000US25011041301|1127|158
1400000US25011041302|1119|72
1400000US25011041400|848|219
1400000US25011041501|991|291
1400000US25011041502|1072|90
1400000US25013800101|1205|163
1400000US25013800102|1277|124
1400000US25013800201|1358|237
1400000US25013800202|974|580
1400000US25013800300|1074|326
1400000US25013800400|1348|53
1400000US25013800500|1400|238
1400000US25013800600|1063|200
1400000US25013800700|430|402
1400000US25013800800|525|144
1400000US25013800900|506|304
1400000US25013801101|665|345
1400000US25013801102|1496|134
1400000US25013801200|982|116
1400000US25013801300|734|510
1400000US25013801401|999|256
1400000US25013801402|972|562
1400000US25013801501|1210|455
1400000US25013801502|988|150
1400000US25013801503|1352|189
1400000US25013801601|1385|292
1400000US25013801602|682|273
1400000US25013801603|917|870
1400000US25013801604|1476|421
1400000US25013801605|709|450
1400000US25013801700|1261|127
1400000US25013801800|1136|267
1400000US25013801901|855|54
1400000US25013801902|1085|87
1400000US25013802000|850|90
1400000US25013802101|1343|167
1400000US25013802200|1417|205
1400000US25013802300|1141|126
1400000US25013802400|1789|528
1400000US25013802500|1406|264
1400000US25013802601|1330|143
1400000US25013802602|1667|154
1400000US25013810100|854|83
1400000US25013810200|1318|274
1400000US25013810300|1137|75
1400000US25013810403|1199|109
1400000US25013810404|1373|190
1400000US25013810412|1163|349
1400000US25013810414|1398|241
1400000US25013810601|1226|287
1400000US25013810602|-666666666|-222222222
1400000US25013810700|1174|259
1400000US25013810800|1038|144
1400000US25013810901|981|97
1400000US25013810902|1082|124
1400000US25013811000|1186|89
1400000US25013811101|992|167
1400000US25013811102|984|140
1400000US25013811200|1089|161
1400000US25013811301|1183|89
1400000US25013811302|1294|280
1400000US25013811400|569|150
1400000US25013811500|873|243
1400000US25013811600|871|136
1400000US25013811700|806|350
1400000US25013811800|1053|81
1400000US25013811900|1269|156
1400000US25013812001|938|169
1400000US25013812002|1246|182
1400000US25013812101|1774|119
1400000US25013812103|1045|506
1400000US25013812104|1088|105
1400000US25013812201|1260|105
1400000US25013812202|963|60
1400000US25013812300|1151|139
1400000US25013812401|1185|137
1400000US25013812403|1085|139
1400000US25013812404|1116|976
1400000US25013812500|1186|270
1400000US25013812600|1406|315
1400000US25013812701|1182|96
1400000US25013812702|962|32
1400000US25013812800|1113|129
1400000US25013812901|1111|279
1400000US25013812902|1504|532
1400000US25013812903|-666666666|-222222222
1400000US25013813001|1115|154
1400000US25013813002|967|242
1400000US25013813101|1352|47
1400000US25013813102|-666666666|-222222222
1400000US25013813204|-666666666|-222222222
1400000US25013813205|1054|308
1400000US25013813206|1133|97
1400000US25013813207|1325|112
1400000US25013813208|1574|277
1400000US25013813209|1071|274
1400000US25013813301|2762|1003
1400000US25013813303|423|132
1400000US25013813304|3131|2752
1400000US25013813401|1793|203
1400000US25013813403|-666666666|-222222222
1400000US25013813404|-666666666|-222222222
1400000US25013813500|-666666666|-222222222
1400000US25013813601|992|275
1400000US25013813602|-666666666|-222222222
1400000US25013813701|498|487
1400000US25013813702|1102|51
1400000US25013813801|1348|268
1400000US25013813802|786|225
1400000US25015820101|1142|103
1400000US25015820102|1009|117
1400000US25015820205|1382|247
1400000US25015820206|1278|1020
1400000US25015820207|1243|244
1400000US25015820300|1642|142
1400000US25015820400|2667|525
1400000US25015820500|1349|355
1400000US25015820600|1568|277
1400000US25015820700|1494|397
1400000US25015820801|1917|340
1400000US25015820802|-666666666|-222222222
1400000US25015820900|-666666666|-222222222
1400000US25015821000|1347|702
1400000US25015821101|1173|136
1400000US25015821200|-666666666|-222222222
1400000US25015821300|1414|89
1400000US25015821400|1682|430
1400000US25015821500|1212|493
1400000US25015821601|1540|286
1400000US25015821602|1019|304
1400000US25015821700|1484|509
1400000US25015821901|1554|161
1400000US25015821903|1399|142
1400000US25015821904|1580|156
1400000US25015822000|1516|602
1400000US25015822200|1318|152
1400000US25015822300|1217|162
1400000US25015822401|1134|358
1400000US25015822402|1191|129
1400000US25015822500|741|363
1400000US25015822601|1278|249
1400000US25015822603|1339|149
1400000US25015822607|1323|135
1400000US25015822700|1023|202
1400000US25017300100|969|397
1400000US25017301101|1063|144
1400000US25017301102|1491|394
1400000US25017310101|1587|221
1400000US25017310102|1393|112
1400000US25017310200|1799|234
1400000US25017310300|1636|167
1400000US25017310400|1494|275
1400000US25017310500|1619|370
1400000US25017310601|1295|281
1400000US25017310602|1979|368
1400000US25017310700|1779|326
1400000US25017311100|1744|136
1400000US25017311200|1413|408
1400000US25017311300|1672|138
1400000US25017311400|1738|40
1400000US25017311500|1647|215
1400000US25017311600|1860|191
1400000US25017311700|1633|149
1400000US25017311800|1458|420
1400000US25017311900|1129|217
1400000US25017312000|1645|106
1400000US25017312100|1738|298
1400000US25017312200|1691|118
1400000US25017312300|1755|81
1400000US25017312400|1389|339
1400000US25017312501|1558|182
1400000US25017312502|1459|164
1400000US25017313101|1789|207
1400000US25017313102|2091|600
1400000US25017314101|1712|126
1400000US25017314102|1920|253
1400000US25017314200|1558|424
1400000US25017314301|1737|101
1400000US25017314302|-666666666|-222222222
1400000US25017315100|-666666666|-222222222
1400000US25017315200|2297|163
1400000US25017315401|2220|602
1400000US25017315402|2326|138
1400000US25017315403|-666666666|-222222222
1400000US25017315500|1320|664
1400000US25017316101|1893|307
1400000US25017316102|2221|174
1400000US25017316201|-666666666|-222222222
1400000US25017316202|1605|332
1400000US25017316300|2236|203
1400000US25017316400|2676|143
1400000US25017316500|1557|236
1400000US25017317101|1955|307
1400000US25017317102|2400|286
1400000US25017317103|-666666666|-222222222
1400000US25017317201|-666666666|-222222222
1400000US25017317202|-666666666|-222222222
1400000US25017317203|2175|358
1400000US25017317301|1940|288
1400000US25017317302|1553|254
1400000US25017318100|-666666666|-222222222
1400000US25017318200|1815|413
1400000US25017318300|3117|527
1400000US25017318400|1230|1222
1400000US25017320102|3501|-333333333
1400000US25017320105|964|179
1400000US25017320106|3077|591
1400000US25017320107|2537|439
1400000US25017321100|1713|372
1400000US25017321200|1803|130
1400000US25017321301|1249|367
1400000US25017321302|1315|100
1400000US25017321400|2756|265
1400000US25017321500|1993|248
1400000US25017321600|1708|398
1400000US25017322100|-666666666|-222222222
1400000US25017322200|2022|258
1400000US25017322300|1192|179
1400000US25017322400|1456|144
1400000US25017323101|1821|212
1400000US25017323102|-666666666|-222222222
1400000US25017324101|1990|834
1400000US25017324102|1034|815
1400000US25017325101|1585|437
1400000US25017325102|1201|118
1400000US25017326101|1737|409
1400000US25017326102|1178|369
1400000US25017327101|1363|498
1400000US25017327102|1766|147
1400000US25017327103|638|533
1400000US25017328100|1500|767
1400000US25017330101|-666666666|-222222222
1400000US25017330102|-666666666|-222222222
1400000US25017330201|2344|933
1400000US25017330202|2029|465
1400000US25017331101|3051|544
1400000US25017331102|2372|442
1400000US25017331200|2750|529
1400000US25017331300|-666666666|-222222222
1400000US25017332100|-666666666|-222222222
1400000US25017332201|1453|752
1400000US25017332202|2728|231
1400000US25017332300|2050|221
1400000US25017332401|2167|1321
1400000US25017332402|3164|194
1400000US25017333100|2122|130
1400000US25017333200|1877|407
1400000US25017333300|2075|212
1400000US25017333400|2502|334
1400000US25017333501|2162|157
1400000US25017333502|2004|262
1400000US25017333601|2920|229
1400000US25017333602|2091|206
1400000US25017334100|2967|762
1400000US25017334200|1453|238
1400000US25017334300|855|147
1400000US25017334400|1691|166
1400000US25017335100|1764|259
1400000US25017335200|2040|355
1400000US25017335301|1574|282
1400000US25017335302|2019|223
1400000US25017335400|2163|1165
1400000US25017336100|1696|707
1400000US25017336201|3278|350
1400000US25017336202|2500|535
1400000US25017336300|2157|194
1400000US25017336402|1546|225
1400000US25017336403|2413|352
1400000US25017336404|1763|85
1400000US25017337101|604|369
1400000US25017337102|2282|187
1400000US25017337201|1727|53
1400000US25017337202|1912|213
1400000US25017337300|2070|262
1400000US25017338100|2331|1247
1400000US25017338200|1984|392
1400000US25017338300|3336|204
1400000US25017338400|1815|1356
1400000US25017338500|-666666666|-222222222
1400000US25017339101|562|406
1400000US25017339102|1729|771
1400000US25017339200|2854|325
1400000US25017339300|1803|241
1400000US25017339400|2498|348
1400000US25017339500|2293|128
1400000US25017339600|2834|262
1400000US25017339700|2229|470
1400000US25017339802|2590|265
1400000US25017339803|3429|231
1400000US25017339804|2163|1582
1400000US25017339900|1997|191
1400000US25017340000|2172|171
1400000US25017340100|2588|280
1400000US25017341101|2316|130
1400000US25017341102|2013|237
1400000US25017341200|1902|348
1400000US25017341301|2285|136
1400000US25017341302|2142|155
1400000US25017341400|1837|144
1400000US25017341500|1852|181
1400000US25017341600|1733|189
1400000US25017341700|2019|316
1400000US25017341800|1829|314
1400000US25017341901|1912|201
1400000US25017341903|2495|172
1400000US25017341904|1519|472
1400000US25017342101|1884|282
1400000US25017342102|1827|166
1400000US25017342201|2146|134
1400000US25017342202|1660|584
1400000US25017342301|1674|130
1400000US25017342302|1943|209
1400000US25017342401|1698|175
1400000US25017342402|2525|189
1400000US25017342501|1952|141
1400000US25017342502|1889|137
1400000US25017342600|2012|192
1400000US25017350105|2659|204
1400000US25017350106|3433|166
1400000US25017350107|2910|450
1400000US25017350108|2015|350
1400000US25017350109|2133|329
1400000US25017350201|2352|207
1400000US25017350202|2344|118
1400000US25017350300|2750|121
1400000US25017350400|2803|234
1400000US25017350500|2827|124
1400000US25017350600|2887|288
1400000US25017350701|2648|160
1400000US25017350702|1080|706
1400000US25017350800|2834|251
1400000US25017350900|2891|290
1400000US25017351001|2513|347
1400000US25017351002|2372|222
1400000US25017351101|2195|103
1400000US25017351102|2532|201
1400000US25017351203|3025|291
1400000US25017351204|2575|222
1400000US25017351300|2195|280
1400000US25017351403|2246|207
1400000US25017351404|2234|132
1400000US25017351500|1887|383
1400000US25017352101|3224|270
1400000US25017352102|2935|425
1400000US25017352200|1944|369
1400000US25017352300|3501|-333333333
1400000US25017352400|1205|346
1400000US25017352500|2636|490
1400000US25017352600|2623|308
1400000US25017352700|2208|568
1400000US25017352800|2512|185
1400000US25017352900|2754|488
1400000US25017353000|2786|118
1400000US25017353101|2602|453
1400000US25017353102|3332|550
1400000US25017353200|2673|366
1400000US25017353300|2832|448
1400000US25017353600|2590|229
1400000US25017353700|2484|177
1400000US25017353800|2883|237
1400000US25017353900|2895|254
1400000US25017354000|2649|207
1400000US25017354100|3239|292
1400000US25017354200|3375|442
1400000US25017354300|2589|166
1400000US25017354400|2745|305
1400000US25017354500|2340|272
1400000US25017354601|2855|452
1400000US25017354602|2656|350
1400000US25017354700|2754|267
1400000US25017354800|2953|474
1400000US25017354901|3109|110
1400000US25017354902|1776|331
1400000US25017355000|2584|312
1400000US25017356100|2627|122
1400000US25017356300|1830|129
1400000US25017356400|2332|866
1400000US25017356500|1410|390
1400000US25017356601|1956|138
1400000US25017356602|1834|305
1400000US25017356701|2255|64
1400000US25017356703|1140|883
1400000US25017356704|2183|206
1400000US25017357100|2359|162
1400000US25017357200|2264|227
1400000US25017357300|2591|165
1400000US25017357400|2707|329
1400000US25017357500|2752|185
1400000US25017357600|2246|74
1400000US25017357700|2146|295
1400000US25017357800|2068|518
1400000US25017358100|2694|481
1400000US25017358300|3501|-333333333
1400000US25017358400|1084|426
1400000US25017358500|2892|783
1400000US25017358600|2920|458
1400000US25017358700|2414|1708
1400000US25017359100|2699|153
1400000US25017359301|-666666666|-222222222
1400000US25017359302|-666666666|-222222222
1400000US25017359303|1928|217
1400000US25017359400|2566|174
1400000US25017360300|2455|1102
1400000US25017361100|3335|857
1400000US25017361200|2458|284
1400000US25017361300|1556|1058
1400000US25017362100|1409|429
1400000US25017363103|1376|23
1400000US25017363104|1487|601
1400000US25017363105|1829|126
1400000US25017363106|2394|173
1400000US25017363201|1833|556
1400000US25017363202|1767|121
1400000US25017364101|1262|856
1400000US25017364102|2003|238
1400000US25017365100|-666666666|-222222222
1400000US25017365201|1331|473
1400000US25017365202|2208|962
1400000US25017366100|1337|574
1400000US25017366201|-666666666|-222222222
1400000US25017366202|-666666666|-222222222
1400000US25017367100|2100|754
1400000US25017367200|2235|345
1400000US25017368101|3039|187
1400000US25017368102|1986|670
1400000US25017368200|3391|431
1400000US25017368300|1808|231
1400000US25017368400|2500|233
1400000US25017368500|1821|178
1400000US25017368600|2036|166
1400000US25017368700|1537|189
1400000US25017368800|2516|350
1400000US25017368901|2276|66
1400000US25017368902|2474|190
1400000US25017369000|-666666666|-222222222
1400000US25017369100|1803|150
1400000US25017370101|2156|191
1400000US25017370103|2107|240
1400000US25017370104|2724|306
1400000US25017370201|2664|136
1400000US25017370202|2318|146
1400000US25017370301|2370|221
1400000US25017370302|2172|615
1400000US25017370401|2231|461
1400000US25017370402|2373|194
1400000US25017370403|2705|268
1400000US25017373100|2509|274
1400000US25017373200|1983|249
1400000US25017373300|2581|341
1400000US25017373400|3232|337
1400000US25017373500|2938|582
1400000US25017373600|1960|1345
1400000US25017373700|2779|641
1400000US25017373800|2254|231
1400000US25017373901|3501|-333333333
1400000US25017373902|3501|-333333333
1400000US25017374000|-666666666|-222222222
1400000US25017374100|2616|339
1400000US25017374200|1982|575
1400000US25017374300|3501|-333333333
1400000US25017374400|2278|1611
1400000US25017374500|2172|216
1400000US25017374600|2106|350
1400000US25017374700|2107|274
1400000US25017374800|2621|296
1400000US25017382100|1865|494
1400000US25017382200|2332|285
1400000US25017382300|3090|1090
1400000US25017382400|1432|766
1400000US25017382500|2445|278
1400000US25017382601|1995|124
1400000US25017382602|420|95
1400000US25017383101|1709|96
1400000US25017383102|1480|232
1400000US25017383200|1976|337
1400000US25017383300|1648|190
1400000US25017383401|2142|272
1400000US25017383402|1750|408
1400000US25017383501|1094|507
1400000US25017383502|1832|225
1400000US25017383600|1915|225
1400000US25017383700|2069|229
1400000US25017383800|1924|340
1400000US25017383902|2442|919
1400000US25017383903|-666666666|-222222222
1400000US25017383904|1981|619
1400000US25017384003|2157|116
1400000US25017384004|2052|239
1400000US25017385101|2786|213
1400000US25017385102|1569|541
1400000US25017385201|1978|280
1400000US25017385203|3012|533
1400000US25017385204|2287|499
1400000US25017386100|2313|352
1400000US25017387100|1703|285
1400000US25017387201|1644|203
1400000US25017387202|1508|475
1400000US25017388100|1816|221
1400000US25017388200|1189|206
1400000US25017388300|586|65
1400000US25017980000|-666666666|-222222222
1400000US25019950100|2553|364
1400000US25019950201|2223|220
1400000US25019950202|1833|168
1400000US25019950307|-666666666|-222222222
1400000US25019950400|2269|284
1400000US25019950500|-666666666|-222222222
1400000US25019990000|-666666666|-222222222
1400000US25021400100|2737|188
1400000US25021400201|2788|434
1400000US25021400202|3002|462
1400000US25021400300|2924|291
1400000US25021400401|2393|393
1400000US25021400402|2808|125
1400000US25021400500|2977|346
1400000US25021400600|3313|360
1400000US25021400700|3068|287
1400000US25021400800|2746|237
1400000US25021400900|2517|283
1400000US25021401000|2313|247
1400000US25021401100|2917|701
1400000US25021401201|3436|315
1400000US25021401202|2879|155
1400000US25021402101|2172|97
1400000US25021402102|1232|805
1400000US25021402200|2380|253
1400000US25021402300|-666666666|-222222222
1400000US25021402400|2262|496
1400000US25021402500|2193|624
1400000US25021403100|3501|-333333333
1400000US25021403300|2200|814
1400000US25021403400|1721|1658
1400000US25021403501|2582|455
1400000US25021403502|2045|940
1400000US25021404100|3501|-333333333
1400000US25021404201|3501|-333333333
1400000US25021404202|3045|337
1400000US25021404301|3501|-333333333
1400000US25021404302|3000|1214
1400000US25021404400|2375|795
1400000US25021405100|2500|990
1400000US25021406101|1428|1065
1400000US25021406102|1950|383
1400000US25021407101|1413|591
1400000US25021407102|1811|111
1400000US25021408102|1570|164
1400000US25021408103|-666666666|-222222222
1400000US25021408104|1653|1053
1400000US25021409101|-666666666|-222222222
1400000US25021409102|1552|699
1400000US25021410100|723|538
1400000US25021410300|2553|253
1400000US25021410400|1760|92
1400000US25021411101|2300|359
