GEO_ID|B19013_E001|B19013_M001
1400000US25005630202|146908|44157
1400000US25005630301|165958|32784
1400000US25005630302|103986|24958
1400000US25005630400|108244|25305
1400000US25005631101|66932|27921
1400000US25005631102|90781|9174
1400000US25005631200|123081|21108
1400000US25005631300|99219|14409
1400000US25005631400|55227|25303
1400000US25005631500|82768|17385
1400000US25005631600|65125|31593
1400000US25005631700|111420|29113
1400000US25005631800|96554|21662
1400000US25005632100|115049|7892
1400000US25005632200|119617|11292
1400000US25005633100|108417|19131
1400000US25005633200|142439|10017
1400000US25005640100|80197|22524
1400000US25005640201|48453|30405
1400000US25005640202|35413|3577
1400000US25005640300|75671|28516
1400000US25005640400|60538|19834
1400000US25005640500|48664|11927
1400000US25005640600|43783|18461
1400000US25005640700|74236|15688
1400000US25005640800|68087|10157
1400000US25005640901|47315|13402
1400000US25005641000|31385|9301
1400000US25005641101|24069|10513
1400000US25005641200|36484|15798
1400000US25005641300|39421|12069
1400000US25005641400|29866|7761
1400000US25005641500|53963|18552
1400000US25005641600|52468|17889
1400000US25005641700|66335|11600
1400000US25005641800|58090|6867
1400000US25005641900|55354|17251
1400000US25005642000|50222|15625
1400000US25005642100|48750|20618
1400000US25005642200|64432|15649
1400000US25005642300|121250|9307
1400000US25005642400|77411|32996
1400000US25005642500|106875|21190
1400000US25005644101|110590|8545
1400000US25005644102|113005|7686
1400000US25005644200|118333|16312
1400000US25005645101|115556|36328
1400000US25005645102|122500|17697
1400000US25005645103|109688|16273
1400000US25005646101|87543|5378
1400000US25005646103|115588|32419
1400000US25005646104|116058|22646
1400000US25005650101|88772|17495
1400000US25005650102|67813|13620
1400000US25005650201|106230|17087
1400000US25005650202|76500|12382
1400000US25005650300|86667|28791
1400000US25005650400|60179|14423
1400000US25005650500|60060|9383
1400000US25005650600|41903|6590
1400000US25005650700|27519|8741
1400000US25005650800|40104|16422
1400000US25005650900|36431|9952
1400000US25005651001|82692|20907
1400000US25005651002|87543|9209
1400000US25005651100|57909|21456
1400000US25005651200|57331|18280
1400000US25005651300|36339|14631
1400000US25005651400|55673|31903
1400000US25005651500|72708|30956
1400000US25005651600|70377|16037
1400000US25005651700|28632|6110
1400000US25005651800|17556|4875
1400000US25005651900|30000|11567
1400000US25005652000|51441|3025
1400000US25005652100|71686|15632
1400000US25005652200|75284|9174
1400000US25005652300|44696|19865
1400000US25005652400|42203|10287
1400000US25005652500|53671|11403
1400000US25005652600|41094|22527
1400000US25005652700|37261|8482
1400000US25005652800|85960|13433
1400000US25005653101|76324|14198
1400000US25005653102|136709|25956
1400000US25005653203|71830|14633
1400000US25005653204|128618|32370
1400000US25005653301|121413|23988
1400000US25005653304|124875|40309
1400000US25005654100|103393|21480
1400000US25005654200|78514|17233
1400000US25005655100|110603|16616
1400000US25005655200|66042|33633
1400000US25005655300|72215|11098
1400000US25005655400|102083|18385
1400000US25005985500|116000|24461
1400000US25005985600|128889|15461
1400000US25005990000|-666666666|-222222222
1400000US25007200100|70724|12743
1400000US25007200200|117927|26238
1400000US25007200300|89710|40263
1400000US25007200400|169526|25654
1400000US25007990000|-666666666|-222222222
1400000US25009201100|111004|4447
1400000US25009202101|127639|22420
1400000US25009202103|121250|59882
1400000US25009202104|82692|36630
1400000US25009202200|194135|53795
1400000US25009203100|221125|25449
1400000US25009203200|177031|32888
1400000US25009203301|130261|13975
1400000US25009203302|151675|46489
1400000US25009204101|98453|12810
1400000US25009204102|92813|30837
1400000US25009204200|86845|24462
1400000US25009204300|52250|22407
1400000US25009204400|84041|14520
1400000US25009204500|111402|19550
1400000US25009204600|93657|21986
1400000US25009204701|72138|22786
1400000US25009204702|98299|25188
1400000US25009205100|90671|8246
1400000US25009205200|103375|19771
1400000US25009205300|104938|56053
1400000US25009205400|120823|9507
1400000US25009205500|71594|8027
1400000US25009205600|74194|19362
1400000US25009205700|102665|11189
1400000US25009205800|70867|16058
1400000US25009205900|95388|22548
1400000US25009206000|49293|29617
1400000US25009206100|62464|28543
1400000US25009206200|70952|31758
1400000US25009206300|88214|13507
1400000US25009206400|98542|29222
1400000US25009206500|41906|16893
1400000US25009206600|85429|10260
1400000US25009206700|70172|20005
1400000US25009206800|35313|14962
1400000US25009206900|22158|8113
1400000US25009207000|26899|10070
1400000US25009207100|112273|48443
1400000US25009207200|45385|25776
1400000US25009208101|100893|30019
1400000US25009208102|113938|32736
1400000US25009208200|97847|39460
1400000US25009208301|84725|14865
1400000US25009208302|101261|6730
1400000US25009208401|114706|30380
1400000US25009208402|130420|25265
1400000US25009209100|144476|48538
1400000US25009209200|186094|22962
1400000US25009210100|139195|16796
1400000US25009210200|130790|22552
1400000US25009210301|69946|23516
1400000US25009210302|113256|14514
1400000US25009210401|73966|26220
1400000US25009210402|101777|16014
1400000US25009210500|141761|44118
1400000US25009210600|93618|15347
1400000US25009210700|61320|16384
1400000US25009210800|68952|9581
1400000US25009210900|78363|12341
1400000US25009211100|106161|22935
1400000US25009211201|128864|10876
1400000US25009211202|99375|16770
1400000US25009211300|127726|13651
1400000US25009211401|104943|17134
1400000US25009211402|127462|23319
1400000US25009212101|176068|32583
1400000US25009212102|155027|21815
1400000US25009213100|192605|29410
1400000US25009214100|176698|24085
1400000US25009215101|123674|22430
1400000US25009215102|145116|31653
1400000US25009216100|187652|40132
1400000US25009217101|137153|41157
1400000US25009217102|91396|8787
1400000US25009217201|119196|18137
1400000US25009217202|135000|31440
1400000US25009217300|92261|22655
1400000US25009217401|67926|34075
1400000US25009217402|84141|10389
1400000US25009217500|117917|21312
1400000US25009217601|121944|19893
1400000US25009217602|229938|96344
1400000US25009218100|197875|34348
1400000US25009220101|93571|16258
1400000US25009220102|92898|8050
1400000US25009221100|90335|11662
1400000US25009221300|116154|22298
1400000US25009221400|70707|21614
1400000US25009221500|53654|12376
1400000US25009221600|59205|29243
1400000US25009221700|75795|22165
1400000US25009221800|116458|29361
1400000US25009221901|118472|19938
1400000US25009221902|99813|24184
1400000US25009222100|152371|23331
1400000US25009223100|132182|25457
1400000US25009223200|90694|15032
1400000US25009223300|146144|22129
1400000US25009250100|32629|11455
1400000US25009250200|88403|34283
1400000US25009250300|57260|10569
1400000US25009250400|53074|4815
1400000US25009250500|60132|13992
1400000US25009250600|54925|10713
1400000US25009250700|58471|6155
1400000US25009250800|73442|11579
1400000US25009250900|38316|12482
1400000US25009251000|39327|16512
1400000US25009251100|22746|3684
1400000US25009251200|28910|10071
1400000US25009251300|41098|9377
1400000US25009251400|52115|20441
1400000US25009251500|61042|10078
1400000US25009251600|66166|12315
1400000US25009251700|87459|29391
1400000US25009251800|76297|9747
1400000US25009252101|77270|20569
1400000US25009252102|147935|21680
1400000US25009252201|109650|20086
1400000US25009252202|111204|35962
1400000US25009252300|62569|27920
1400000US25009252400|79286|20625
1400000US25009252501|93648|9909
1400000US25009252502|96706|12128
1400000US25009252601|96317|22419
1400000US25009252602|121706|14495
1400000US25009252603|157961|66543
1400000US25009253100|101304|35448
1400000US25009253201|113854|18180
1400000US25009253202|87222|32440
1400000US25009253203|159469|27571
1400000US25009253204|166429|28445
1400000US25009253205|238750|40622
1400000US25009254100|135993|15924
1400000US25009254200|119648|39715
1400000US25009254301|232292|48510
1400000US25009254302|184063|29781
1400000US25009254401|176957|19496
1400000US25009254402|160364|23103
1400000US25009254403|232083|63245
1400000US25009260100|44372|12036
1400000US25009260200|52653|5288
1400000US25009260301|102946|20939
1400000US25009260302|151375|25071
1400000US25009260401|114327|22883
1400000US25009260402|105526|13672
1400000US25009260500|112750|23021
1400000US25009260600|83477|23738
1400000US25009260700|72981|10605
1400000US25009260800|63750|31105
1400000US25009260900|79643|9171
1400000US25009261000|94722|19366
1400000US25009261101|125841|13473
1400000US25009261102|115062|11838
1400000US25009262100|116477|24919
1400000US25009263100|189048|41082
1400000US25009264100|135521|12884
1400000US25009265101|135536|20973
1400000US25009265102|168906|26581
1400000US25009266100|101088|17383
1400000US25009266200|107232|21455
1400000US25009266300|112819|13493
1400000US25009266400|80313|18334
1400000US25009267102|122083|22524
1400000US25009267103|112546|23452
1400000US25009267104|83983|4381
1400000US25009268100|234167|61677
1400000US25009268200|123221|25428
1400000US25009268300|114097|57505
1400000US25009268400|148500|32425
1400000US25009269100|176196|54418
1400000US25009270100|117177|40154
1400000US25009990100|-666666666|-222222222
1400000US25011040100|77043|9349
1400000US25011040200|85069|7677
1400000US25011040300|102470|14042
1400000US25011040400|76250|5229
1400000US25011040501|53468|7479
1400000US25011040502|56384|8349
1400000US25011040600|100820|7806
1400000US25011040701|54700|8483
1400000US25011040702|89342|18431
1400000US25011040800|71798|8359
1400000US25011040900|103110|13168
1400000US25011041000|67639|20500
1400000US25011041100|87813|17548
1400000US25011041200|58860|7588
1400000US25011041301|50000|4704
1400000US25011041302|36495|6280
1400000US25011041400|36952|9548
1400000US25011041501|85545|4361
1400000US25011041502|80464|3709
1400000US25013800101|62718|12784
1400000US25013800102|54052|11179
1400000US25013800201|69857|5086
1400000US25013800202|77279|10831
1400000US25013800300|59861|12896
1400000US25013800400|60425|9999
1400000US25013800500|64235|15748
1400000US25013800600|28019|3276
1400000US25013800700|18540|5777
1400000US25013800800|20781|3724
1400000US25013800900|15539|4075
1400000US25013801101|15717|1820
1400000US25013801102|58214|17234
1400000US25013801200|19435|7600
1400000US25013801300|37208|11100
1400000US25013801401|39588|8284
1400000US25013801402|58527|21891
1400000US25013801501|62228|17517
1400000US25013801502|34881|20548
1400000US25013801503|59327|13449
1400000US25013801601|65000|32695
1400000US25013801602|75637|29036
1400000US25013801603|96011|8679
1400000US25013801604|101357|13959
1400000US25013801605|71929|9598
1400000US25013801700|47977|10476
1400000US25013801800|42384|10407
1400000US25013801901|34288|17458
1400000US25013801902|22319|3918
1400000US25013802000|23750|4501
1400000US25013802101|60463|16506
1400000US25013802200|42262|17524
1400000US25013802300|40162|6854
1400000US25013802400|83991|14819
1400000US25013802500|81626|9497
1400000US25013802601|63734|21794
1400000US25013802602|70278|12832
1400000US25013810100|80000|7819
1400000US25013810200|68571|7198
1400000US25013810300|88750|13208
1400000US25013810403|56635|9657
1400000US25013810404|88882|24252
1400000US25013810412|73350|13012
1400000US25013810414|91510|13509
1400000US25013810601|67847|12753
1400000US25013810602|96250|28652
1400000US25013810700|64018|9891
1400000US25013810800|49111|13180
1400000US25013810901|41250|12463
1400000US25013810902|69267|15096
1400000US25013811000|61563|17615
1400000US25013811101|51250|26046
1400000US25013811102|77870|19033
1400000US25013811200|71986|13252
1400000US25013811301|73750|6169
1400000US25013811302|64038|15726
1400000US25013811400|33897|8037
1400000US25013811500|21418|3616
1400000US25013811600|35592|20557
1400000US25013811700|23202|12796
1400000US25013811800|52816|9824
1400000US25013811900|101581|10313
1400000US25013812001|57924|6744
1400000US25013812002|49517|6791
1400000US25013812101|100230|24948
1400000US25013812103|51017|4846
1400000US25013812104|52438|16575
1400000US25013812201|55067|7133
1400000US25013812202|51667|7333
1400000US25013812300|39011|6586
1400000US25013812401|122598|11281
1400000US25013812403|59648|9468
1400000US25013812404|110605|10608
1400000US25013812500|95531|18400
1400000US25013812600|99766|16255
1400000US25013812701|54725|4005
1400000US25013812702|53173|25607
1400000US25013812800|88307|6394
1400000US25013812901|84250|24074
1400000US25013812902|114176|14349
1400000US25013812903|-666666666|-222222222
1400000US25013813001|90341|4944
1400000US25013813002|106300|9359
1400000US25013813101|114688|37766
1400000US25013813102|104375|20614
1400000US25013813204|113516|46024
1400000US25013813205|90808|12578
1400000US25013813206|95262|24179
1400000US25013813207|72258|9298
1400000US25013813208|83351|15181
1400000US25013813209|61835|9787
1400000US25013813301|142252|11129
1400000US25013813303|185565|38990
1400000US25013813304|144358|19177
1400000US25013813401|96076|14170
1400000US25013813403|99569|14861
1400000US25013813404|133333|42807
1400000US25013813500|110703|17570
1400000US25013813601|103218|7708
1400000US25013813602|158430|13252
1400000US25013813701|93533|20622
1400000US25013813702|82111|10991
1400000US25013813801|90523|8130
1400000US25013813802|101477|27520
1400000US25015820101|93274|11406
1400000US25015820102|41796|10124
1400000US25015820205|117610|23256
1400000US25015820206|106685|32618
1400000US25015820207|82404|14218
1400000US25015820300|60972|5639
1400000US25015820400|-666666666|-222222222
1400000US25015820500|48628|20010
1400000US25015820600|-666666666|-222222222
1400000US25015820700|79410|25966
1400000US25015820801|94149|7784
1400000US25015820802|-666666666|-222222222
1400000US25015820900|110188|26967
1400000US25015821000|96806|20864
1400000US25015821101|92308|28946
1400000US25015821200|170781|44020
1400000US25015821300|88839|21589
1400000US25015821400|117580|10937
1400000US25015821500|100381|24567
1400000US25015821601|80799|12096
1400000US25015821602|61538|30610
1400000US25015821700|92303|20957
1400000US25015821901|80313|27806
1400000US25015821903|62863|21083
1400000US25015821904|88917|19209
1400000US25015822000|93889|32340
1400000US25015822200|97375|26246
1400000US25015822300|69418|10597
1400000US25015822401|96182|10939
1400000US25015822402|58376|13860
1400000US25015822500|125534|18542
1400000US25015822601|94871|18949
1400000US25015822603|95192|11900
1400000US25015822607|102344|7536
1400000US25015822700|88125|7893
1400000US25017300100|110536|3987
1400000US25017301101|107604|29398
1400000US25017301102|122942|11072
1400000US25017310101|66377|12484
1400000US25017310102|49531|20348
1400000US25017310200|74386|14168
1400000US25017310300|68071|8935
1400000US25017310400|54038|15761
1400000US25017310500|75410|14888
1400000US25017310601|75872|11042
1400000US25017310602|94042|29246
1400000US25017310700|62102|19687
1400000US25017311100|75000|24537
1400000US25017311200|49102|21795
1400000US25017311300|80316|11153
1400000US25017311400|90244|15455
1400000US25017311500|122887|36839
1400000US25017311600|118170|9875
1400000US25017311700|102500|13137
1400000US25017311800|79034|14919
1400000US25017311900|46108|13177
1400000US25017312000|63676|45983
1400000US25017312100|84678|9061
1400000US25017312200|73295|11562
1400000US25017312300|117649|34415
1400000US25017312400|36667|15984
1400000US25017312501|106114|11176
1400000US25017312502|117007|11186
1400000US25017313101|163802|34864
1400000US25017313102|125938|21775
1400000US25017314101|115369|7719
1400000US25017314102|89058|12947
1400000US25017314200|87392|11540
1400000US25017314301|121763|9957
1400000US25017314302|149479|31340
1400000US25017315100|147034|15748
1400000US25017315200|108438|19964
1400000US25017315401|107656|11983
1400000US25017315402|126429|30623
1400000US25017315403|149808|25099
1400000US25017315500|136724|11525
1400000US25017316101|145875|15454
1400000US25017316102|163327|11645
1400000US25017316201|153333|32239
1400000US25017316202|126797|29566
1400000US25017316300|116659|18689
1400000US25017316400|149191|22614
1400000US25017316500|107313|19948
1400000US25017317101|103808|10471
1400000US25017317102|131719|15207
1400000US25017317103|160865|34381
1400000US25017317201|206875|47418
1400000US25017317202|184531|39410
1400000US25017317203|132868|22552
1400000US25017317301|142000|44706
1400000US25017317302|133225|26310
1400000US25017318100|162763|26696
1400000US25017318200|146319|33772
1400000US25017318300|211590|8632
1400000US25017318400|154104|25149
1400000US25017320102|244946|29763
1400000US25017320105|185139|77439
1400000US25017320106|215130|45973
1400000US25017320107|178621|13543
1400000US25017321100|92634|18418
1400000US25017321200|98026|16482
1400000US25017321301|67261|12968
1400000US25017321302|96016|62070
1400000US25017321400|125972|24108
1400000US25017321500|94274|24283
1400000US25017321600|102883|12222
1400000US25017322100|161358|8730
1400000US25017322200|109120|21855
1400000US25017322300|68665|11018
1400000US25017322400|127976|22722
1400000US25017323101|169120|17279
1400000US25017323102|194722|33622
1400000US25017324101|134244|13041
1400000US25017324102|166493|20826
1400000US25017325101|137656|41155
1400000US25017325102|88040|22537
1400000US25017326101|167188|58773
1400000US25017326102|195625|28919
1400000US25017327101|164583|29136
1400000US25017327102|128125|6082
1400000US25017327103|98779|13128
1400000US25017328100|202379|15840
1400000US25017330101|215781|37129
1400000US25017330102|141979|34743
1400000US25017330201|167938|77125
1400000US25017330202|100345|29560
1400000US25017331101|168750|26802
1400000US25017331102|179079|30475
1400000US25017331200|158422|14141
1400000US25017331300|142266|28769
1400000US25017332100|186118|29532
1400000US25017332201|101408|29060
1400000US25017332202|126094|22946
1400000US25017332300|138770|27059
1400000US25017332401|146146|26998
1400000US25017332402|127750|46533
1400000US25017333100|116864|17862
1400000US25017333200|93110|19319
1400000US25017333300|96354|19290
1400000US25017333400|109492|14711
1400000US25017333501|101667|29067
1400000US25017333502|112917|36522
1400000US25017333601|128254|14677
1400000US25017333602|92340|36223
1400000US25017334100|177770|16731
1400000US25017334200|145000|45859
1400000US25017334300|163993|18326
1400000US25017334400|148816|28346
1400000US25017335100|117886|10441
1400000US25017335200|130385|20331
1400000US25017335301|113880|15715
1400000US25017335302|157222|27421
1400000US25017335400|156420|25743
1400000US25017336100|111439|19549
1400000US25017336201|184923|26441
1400000US25017336202|140625|56398
1400000US25017336300|160750|29792
1400000US25017336402|101797|29627
1400000US25017336403|121745|37242
1400000US25017336404|92188|28891
1400000US25017337101|115592|33458
1400000US25017337102|143365|28282
1400000US25017337201|94276|14759
1400000US25017337202|118333|27655
1400000US25017337300|105645|11501
1400000US25017338100|205759|58830
1400000US25017338200|139375|23113
1400000US25017338300|213611|77579
1400000US25017338400|250001|-333333333
1400000US25017338500|250001|-333333333
1400000US25017339101|62104|21704
1400000US25017339102|141207|30456
1400000US25017339200|185781|27295
1400000US25017339300|108889|32117
1400000US25017339400|118352|58673
1400000US25017339500|94122|19422
1400000US25017339600|136040|15830
1400000US25017339700|69539|19040
1400000US25017339802|145263|62938
1400000US25017339803|109922|15097
1400000US25017339804|118482|20693
1400000US25017339900|107720|7454
1400000US25017340000|116605|11079
1400000US25017340100|154453|33770
1400000US25017341101|144750|45547
1400000US25017341102|93350|17697
1400000US25017341200|90541|20717
1400000US25017341301|77004|7905
1400000US25017341302|101908|44388
1400000US25017341400|88625|21172
1400000US25017341500|101016|9188
1400000US25017341600|94816|26777
1400000US25017341700|97372|31193
1400000US25017341800|56409|6307
1400000US25017341901|100966|21334
1400000US25017341903|125380|7382
1400000US25017341904|86131|43202
1400000US25017342101|98813|22940
1400000US25017342102|75682|21289
1400000US25017342201|94429|19043
1400000US25017342202|73650|19247
1400000US25017342301|107625|45288
1400000US25017342302|98788|40607
1400000US25017342401|59227|20467
1400000US25017342402|87772|19407
1400000US25017342501|67717|9946
1400000US25017342502|63652|27718
1400000US25017342600|83448|20595
1400000US25017350105|130536|25205
1400000US25017350106|139688|29291
1400000US25017350107|121250|19459
1400000US25017350108|98359|45605
1400000US25017350109|111201|30531
1400000US25017350201|130000|15908
1400000US25017350202|129826|18347
1400000US25017350300|124750|38888
1400000US25017350400|160960|14323
1400000US25017350500|160556|19359
1400000US25017350600|153542|28871
1400000US25017350701|119470|26857
1400000US25017350702|37011|29590
1400000US25017350800|174615|19159
1400000US25017350900|207776|57979
1400000US25017351001|139506|23527
1400000US25017351002|149337|20038
1400000US25017351101|127295|14124
1400000US25017351102|114063|47114
1400000US25017351203|172750|30797
1400000US25017351204|128438|23675
1400000US25017351300|123125|32436
1400000US25017351403|111934|23327
1400000US25017351404|99519|17598
1400000US25017351500|69063|33120
1400000US25017352101|114408|31097
1400000US25017352102|171745|27803
1400000US25017352200|88710|19665
1400000US25017352300|174310|23507
1400000US25017352400|55489|21588
1400000US25017352500|102464|35458
1400000US25017352600|121293|40877
1400000US25017352700|106979|35910
1400000US25017352800|118333|12886
1400000US25017352900|153723|24556
1400000US25017353000|141667|24724
1400000US25017353101|73558|57216
1400000US25017353102|79318|28201
1400000US25017353200|134933|15710
1400000US25017353300|167338|28952
1400000US25017353600|133203|23304
1400000US25017353700|108194|44223
1400000US25017353800|127803|26525
1400000US25017353900|69440|15510
1400000US25017354000|94668|15067
1400000US25017354100|137361|46963
1400000US25017354200|205441|73234
1400000US25017354300|149375|49619
1400000US25017354400|165521|16434
1400000US25017354500|203906|70026
1400000US25017354601|95714|24562
1400000US25017354602|110135|32237
1400000US25017354700|159000|24191
1400000US25017354800|172708|24881
1400000US25017354901|156964|17352
1400000US25017354902|90046|33777
1400000US25017355000|153889|64196
1400000US25017356100|155082|14634
1400000US25017356300|115427|17916
1400000US25017356400|183470|30868
1400000US25017356500|134943|33636
1400000US25017356601|140694|26330
1400000US25017356602|155265|28257
1400000US25017356701|139229|19459
1400000US25017356703|135240|44942
1400000US25017356704|156316|39014
1400000US25017357100|163466|33471
1400000US25017357200|228281|50545
1400000US25017357300|163393|28114
1400000US25017357400|212130|43732
1400000US25017357500|166563|26141
1400000US25017357600|183214|32563
1400000US25017357700|124516|44061
1400000US25017357800|227100|33994
1400000US25017358100|234519|35222
1400000US25017358300|213333|58997
1400000US25017358400|179753|15159
1400000US25017358500|239375|22121
1400000US25017358600|207125|35377
1400000US25017358700|250001|-333333333
1400000US25017359100|158947|34432
1400000US25017359301|-666666666|-222222222
1400000US25017359302|-666666666|-222222222
1400000US25017359303|158984|42497
1400000US25017359400|115259|24736
1400000US25017360300|180750|35997
1400000US25017361100|232835|36797
1400000US25017361200|184866|37246
1400000US25017361300|221029|50447
1400000US25017362100|250001|-333333333
1400000US25017363103|147639|34236
1400000US25017363104|153065|22732
1400000US25017363105|97679|51814
1400000US25017363106|107222|10095
1400000US25017363201|214513|14038
1400000US25017363202|201364|21024
1400000US25017364101|123134|30956
1400000US25017364102|118056|20266
1400000US25017365100|250001|-333333333
1400000US25017365201|227230|13130
1400000US25017365202|221250|38156
1400000US25017366100|178438|27759
1400000US25017366201|250001|-333333333
1400000US25017366202|218750|48718
1400000US25017367100|250001|-333333333
1400000US25017367200|250001|-333333333
1400000US25017368101|130481|17756
1400000US25017368102|154879|33654
1400000US25017368200|131513|18481
1400000US25017368300|98375|22696
1400000US25017368400|123795|20341
1400000US25017368500|90484|15543
1400000US25017368600|113125|22948
1400000US25017368700|80524|37005
1400000US25017368800|128277|40214
1400000US25017368901|134813|38432
1400000US25017368902|57450|15596
1400000US25017369000|-666666666|-222222222
1400000US25017369100|133031|16180
1400000US25017370101|124805|13829
1400000US25017370103|108258|25235
1400000US25017370104|126050|14819
1400000US25017370201|141176|33348
1400000US25017370202|122917|17224
1400000US25017370301|123983|17511
1400000US25017370302|95714|26084
1400000US25017370401|116136|40104
1400000US25017370402|137104|58453
1400000US25017370403|125542|40701
1400000US25017373100|159441|81591
1400000US25017373200|121154|20458
1400000US25017373300|149720|14420
1400000US25017373400|137656|42238
1400000US25017373500|250001|-333333333
1400000US25017373600|250001|-333333333
1400000US25017373700|250001|-333333333
1400000US25017373800|159095|15184
1400000US25017373901|248056|58719
1400000US25017373902|182622|20102
1400000US25017374000|212991|51591
1400000US25017374100|120766|35242
1400000US25017374200|242389|26162
1400000US25017374300|250001|-333333333
1400000US25017374400|242700|67974
1400000US25017374500|135669|36527
1400000US25017374600|167381|21753
1400000US25017374700|171333|39294
1400000US25017374800|200083|55452
1400000US25017382100|151071|21107
1400000US25017382200|149943|62838
1400000US25017382300|202893|56333
1400000US25017382400|111172|25941
1400000US25017382500|121086|29557
1400000US25017382601|122250|13922
1400000US25017382602|112211|20028
1400000US25017383101|64107|27418
1400000US25017383102|54651|9660
1400000US25017383200|89671|21244
1400000US25017383300|84605|16311
1400000US25017383401|76538|40179
1400000US25017383402|67572|7365
1400000US25017383501|60514|17404
1400000US25017383502|96736|54587
1400000US25017383600|113764|11898
1400000US25017383700|115950|6869
1400000US25017383800|132079|22340
1400000US25017383902|182880|35413
1400000US25017383903|131324|34177
1400000US25017383904|98611|43006
1400000US25017384003|94088|17686
1400000US25017384004|136581|16281
1400000US25017385101|171850|53613
1400000US25017385102|137344|18371
1400000US25017385201|104857|15105
1400000US25017385203|115819|23305
1400000US25017385204|167188|41440
1400000US25017386100|247500|32974
1400000US25017387100|149286|15612
1400000US25017387201|151650|19484
1400000US25017387202|188472|39153
1400000US25017388100|151000|29423
1400000US25017388200|121875|19271
1400000US25017388300|23688|5258
1400000US25017980000|-666666666|-222222222
1400000US25019950100|116719|44107
1400000US25019950201|109420|440
1400000US25019950202|153870|91111
